Level,Stance,Claim,Votes,Comments,Depth,Debate_name,Tot_votes,Mean_vote,Parent_claim,Parent_vote,Parent_stance,Pro,Con
1.3.1.6.3.4.1.11.1.3.1.1,con,with a ubi women currently dependent on their partner s salary will now have their own money,"[0, 2, 8, 4, 1]", ,11,ubi,15,2.3,the illusion of choice can also be harmful when it comes to reinforcing harmful social norms for example women may be more likely to choose not to work under a ubi but this choice may be heavily influenced by social messaging and gender norms,1.4,con,0,0
1.3.1.6.3.4.1.11.1.3.1.2,con,approximately 40 of american mothers are the breadwinners in their household this number increases when non married couples are taken in consideration therefore it is probable that even with a ubi the representation of women in the workforce will continue to grow,"[0, 3, 9, 2, 1]", ,11,ubi,15,2.1,the illusion of choice can also be harmful when it comes to reinforcing harmful social norms for example women may be more likely to choose not to work under a ubi but this choice may be heavily influenced by social messaging and gender norms,1.4,con,0,0
1.3.1.6.3.4.1.11.1.3.2,con,this commitment needs to be evaluated relative to the net loss of workers who choose to opt out though the quality of workers may marginally increase the quantity decreases to a more significant and harmful extent,"[0, 0, 11, 0, 0]", ,10,ubi,11,2.0,choice has been found to be a powerful motivator as a positive relationship has been found between one s ability to choose not to work and one s commitment to work,0.0,con,0,0
1.3.1.6.3.4.1.11.1.4,con,existing welfare systems in some countries already allow people to not work while still managing to feed their families at least as much as a ubi would,"[0, 0, 0, 3, 1]", 5,9,ubi,4,3.2,most people go to work today merely because they will not be able to feed themselves or their family otherwise a ubi will remove that obligation,4.0,pro,0,0
1.3.1.6.3.4.1.11.2,pro,happy workers are more productive,"[0, 0, 1, 1, 3]", ,8,ubi,5,3.4,a ubi will enable unhappy workers who detract from work productivity to leave their jobs so happy and productive workers can take their place,3.1,con,0,0
1.3.1.6.3.4.1.11.2.1.1.4,con,the amount someone makes does not reflect the value of their labor earnings from capital gains and inheritance are not made from hard work,"[0, 1, 0, 1, 0]", ,11,ubi,2,2.0,prior to a ubi a worker had a certain available income and a non worker had no income post ubi implementation a non worker would have available income individuals earning more than 50 000 usd would have to pay more into the ubi tax than they get back in ubi payments they can afford less than what they had before the worker s comparative marginal gains over a non worker pre vs post ubi would show their work is less valuable,0.0,pro,0,0
1.3.1.6.3.4.1.11.3,con,this assumes happy workers are more productive which is false,"[2, 1, 0, 0, 0]", 1,8,ubi,3,0.3,a ubi will enable unhappy workers who detract from work productivity to leave their jobs so happy and productive workers can take their place,3.1,con,0,0
1.3.1.6.3.4.1.11.4,con,this assumes there are a surplus of happy workers to take necessary jobs,"[0, 1, 3, 0, 4]", ,8,ubi,8,2.9,a ubi will enable unhappy workers who detract from work productivity to leave their jobs so happy and productive workers can take their place,3.1,con,0,1
1.3.1.6.3.4.1.11.4.1,con,there is an excess of all workers at the moment and while it is possible none of them will be more agreeable with the working conditions it is probable a good number will be,"[0, 1, 0, 1, 0]", ,9,ubi,2,2.0,this assumes there are a surplus of happy workers to take necessary jobs,2.9,con,0,0
1.3.1.6.3.4.1.12,con,this would be highly beneficial for those with moderately severe chronic illness or disability or those who otherwise cannot qualify for disability assistance programs,"[0, 1, 2, 2, 1]", ,7,ubi,6,2.5,a ubi would enable people to work less or leave the workforce permanently,0.0,pro,0,0
1.3.1.6.3.4.1.13.2.1,pro,55 of us workers report getting their sense of identity from their job,"[0, 0, 0, 6, 0]", ,9,ubi,6,3.0,for many people work is an important source of personal identity and self esteem,0.0,pro,0,0
1.3.1.6.3.4.1.13.3.1,pro,a ubi could restore pride in kinds of work that are culturally significant but otherwise are not usually fiscally responsible undertakings,"[1, 1, 7, 6, 0]", ,9,ubi,15,2.2,some people work because they are driven by a personal mission,0.0,pro,0,0
1.3.1.6.3.4.1.13.5.1,pro,improving social status will allow people to enjoy the kind of lifestyle they envision for themselves thus improving their happiness,"[0, 0, 0, 3, 1]", ,9,ubi,4,3.2,people want to improve their social status,0.0,pro,0,0
1.3.1.6.3.4.1.13.5.2,con,there are other ways to improve social status such as through education marriage or friendship,"[4, 3, 8, 0, 0]", 5,9,ubi,15,1.3,people want to improve their social status,0.0,pro,0,0
1.3.1.6.3.4.1.14.1.1,pro,the societal pressure to work in south korea is deeply rooted as it begins in the classroom,"[0, 0, 10, 5, 0]", ,9,ubi,15,2.3,in many cultures especially in east asia e g south korea there is huge societal pressure to work,0.0,pro,0,0
1.3.1.6.3.4.1.14.2.1,pro,for protestants the psychic harm from unemployment is 40 more than for other social groups due to hard work being viewed as a calling rather than a job,"[0, 0, 9, 3, 0]", ,9,ubi,12,2.2,the protestant work ethic is a strong element of many western societies that causes moral pressure to work and is still a dominant spirit of the modern era castells himanen p 19,0.0,pro,0,0
1.3.1.6.3.4.1.14.3.2,con,just as societal change can alter the working habits toward working less they can also form around working more efficiently or productively,"[0, 6, 8, 1, 0]", 2,9,ubi,15,1.7,societies and its values are subjects of constant change and progress triggered by the ubi working less or even not working at all could become the social norm and the source for individuals identity and self esteem becomes a different one,0.0,con,1,0
1.3.1.6.3.4.1.14.3.2.2,pro,financial stress can affect health to the point of decreasing productivity a ubi can alleviate this stress thus indirectly increasing productivity,"[0, 0, 12, 2, 0]", ,10,ubi,14,2.1,just as societal change can alter the working habits toward working less they can also form around working more efficiently or productively,1.7,con,0,0
1.3.1.6.3.4.2,con,income taxation is not the only source of government revenue money is also made from exports property taxes the sale of bonds and government investments,"[0, 0, 0, 6, 0]", ,6,ubi,6,3.0,the reduced incentive to work for those who are guaranteed an income will reduce government tax revenue,0.0,pro,0,0
1.3.1.6.3.4.3,con,simultaneously the revenue from sales taxes is likely to increase as a ubi provides a secure source of income for citizens that can be used to consume goods and services,"[0, 0, 9, 7, 0]", ,6,ubi,16,2.4,the reduced incentive to work for those who are guaranteed an income will reduce government tax revenue,0.0,pro,0,0
1.3.1.6.3.5,pro,a ubi will increase taxes for those making money thus pushing capital makers to move elsewhere and making the ubi financially unsustainable,"[1, 0, 1, 0, 1]", ,5,ubi,3,2.0,a ubi might require higher taxes which would hurt the economy,2.0,pro,0,0
1.3.1.6.3.6,pro,in the short run tax increases have a negative impact on demand as households and companies have less available income and capital due to higher taxes they will spend and invest less,"[0, 0, 9, 3, 1]", ,5,ubi,13,2.4,a ubi might require higher taxes which would hurt the economy,2.0,pro,0,1
1.3.1.6.3.6.3,con,a ubi as additional form of income mitigates this negative effect especially for those with lower incomes,"[0, 0, 12, 1, 1]", 4,6,ubi,14,2.2,in the short run tax increases have a negative impact on demand as households and companies have less available income and capital due to higher taxes they will spend and invest less,2.4,pro,0,0
1.3.1.6.3.9,con,by allowing people to live healthier lives there will be major cost saving in the healthcare sector which is publicly funded in many developed countries,"[0, 9, 6, 1, 0]", 9,5,ubi,16,1.5,a ubi might require higher taxes which would hurt the economy,2.0,pro,0,0
1.3.1.6.3.9.1.1,con,government regulates levels of societal freedom more than health take two individuals one very healthy and one with a terminal disease both can live in the same totalitarian society a with equally little freedoms,"[0, 2, 0, 0, 0]", ,7,ubi,2,1.0,income transfers are some of the most effective means of improving health outcomes and being healthy is a fundamental precursor to almost all other rights and freedoms,0.0,pro,0,1
1.3.1.6.3.9.1.1.2,con,the person with the poorer health will still have fewer freedoms e g limited access to public services time consuming treatments,"[0, 0, 1, 1, 0]", ,8,ubi,2,2.5,government regulates levels of societal freedom more than health take two individuals one very healthy and one with a terminal disease both can live in the same totalitarian society a with equally little freedoms,1.0,con,0,0
1.3.1.6.3.9.6.1,pro,eliminating these problems should be the absolute priority even if this does not also solve discrimination and inequality,"[0, 2, 7, 7, 1]", ,7,ubi,17,2.4,minorities and the poor have real problems that endanger their health and sometimes their lives like living in very poor conditions being malnourished not having access to health care and education etc a ubi can afford them better health education and housing,0.0,pro,0,0
1.3.1.6.3.9.6.3.1,con,people who currently must take a job or starve will have the freedom to keep looking for something better people are less likely to feel trapped under a ubi,"[0, 0, 1, 0, 3]", ,8,ubi,4,3.5,a ubi is unlikely to provide people with enough income to significantly expand their freedom of choice people who are poor will still be significantly less well off than the rich,0.0,con,0,0
