;Level;Stance;Claim;Votes
994;1.0;pro;Not all natural things are good.;['0', '1', '1', '0', '1']
995;1.0;pro;Infanticide is also part of nature.;['0', '0', '2', '0', '0']
996;1.0;con;It is categorically unselfish to not force a person into the world for whom you cannot care.;['0', '0', '1', '0', '0']
997;1.0;con;Most women (6 of 10) seeking abortion already have and are taking care of other children. It is an unfounded stereotype to say these women are selfish.;['1', '0', '1', '2', '1']
998;1.0;con;Imposing your will on another person, making them abide by your ideas and decisions is equally selfish and arguably more damaging. This whole argument is based on the idea that people have the right to tell women what to do, even if what they do doesn't harm you in any way.;['1', '0', '1', '1', '2']
999;1.0;con;"This is not a fair representation of the pro-life argument, which usually asserts that abortion is the intentional end of an innocent human life. Minimizing the argument to ""[telling] women what to do"" ignores the central argument of human rights and the right to life.";['0', '1', '2', '0', '1']
1000;1.0;con;There are more anti-women people than pro-life people in the anti-abortion movement. Therefore arguments against anti-abortion don't have to cater to the minority of pro-lifers.;['0', '0', '1', '0', '1']
1001;1.0;con;There is no evidence that abortion, or the legality of abortion, makes anyone more selfish or less respectful of anyone or anything.;['2', '0', '1', '3', '1']
1002;1.0;con;Abortion as well as the legality of abortion makes people less respectful of unborn babies.;['0', '0', '1', '0', '1']
1003;1.0;con;Selfishness would suggest that individuals engaging in abortion are gaining an immoral benefit of the procedure. This discounts the necessity of abortion due to the surrounding circumstances, such as a lack of supporting community, both familial and governmental.;['0', '0', '2', '0', '0']
1004;1.0;con;Selfishness is not an inherently bad thing.;['1', '0', '1', '1', '1']
1005;1.0;pro;In first aid, people are taught to take care of themselves before a patient, such as a mother putting on their oxygen mask in a crashing plain before they put their babies on, because it's harder to take care of someone else when something bad has happened to you.;['1', '1', '1', '0', '1']
1006;1.0;pro;Many argue that being selfish is good for people.;['1', '0', '2', '0', '1']
1007;1.0;pro;Abortion might be used for eugenics.;['0', '0', '3', '1', '1']
1008;1.0;pro;Disabled children have just as much of a right to life as any other child. In a society in which women have the right to choose an abortion, the disabled (p. 55) will disproportionately be aborted.;['4', '1', '3', '3', '6']
1009;1.0;pro;By allowing women to choose to abort disabled babies, the state furthers the prejudiced idea that the lives of the disabled are not worth living.;['1', '0', '2', '0', '1']
1010;1.0;con;The state would not be providing the reason nor a compulsion to terminate pregnancies because the resulting child would be disabled. It is wholly a choice of the pregnant individual, and if the state is not prohibiting abortion in the first instance, then there is no moral condemnation imputed to the state if pregnant women determine that they want to abort disabled fetuses.;['0', '1', '1', '0', '1']
1011;1.0;pro;Countries where women have the right to choose abortion, such as Norway, Denmark and Iceland, are about to eradicate Down syndrome through abortion. That is eugenics.;['1', '0', '2', '0', '1']
1012;1.0;pro;People with Down syndrome are capable of living happy lives, and having a job. Women should not abort babies with Down syndrome because they think that their child's quality of life will be low.;['1', '0', '1', '1', '1']
1013;1.0;con;Women might decide to abort a fetus with a disability because they know that they do not have the capacity, time and financial resources to care for a child (and later, an adult) with such needs.;['1', '0', '2', '0', '1']
1014;1.0;con;Caring for a child with Down's syndrome is exhausting and lasts even after they reach adulthood. The brunt of the effort is borne by the mother (p. 33). Therefore she should have the right to decide if she is up to the task.;['1', '0', '2', '0', '1']
1015;1.0;con;Women should have the right to abort babies with Down syndrome if they so choose: it is not enough to ban abortion because they might choose to have kids that will have a better quality of life.;['1', '0', '2', '0', '1']
1016;1.0;con;The parent claim does not evidence the implicit allegation that the pregnant individuals obtained abortions specifically because the potentially resultant child might or would have Down syndrome.;['0', '0', '2', '0', '1']
1017;1.0;pro;If many disabled children are aborted, the disabled children which are born will have to live in a society with very few people like them.;['1', '1', '1', '0', '1']
1018;1.0;pro;People in society will be very unaccustomed to disability which is likely to increase bullying and make people act in ways which are more harmful to these children.;['0', '2', '2', '0', '1']
1019;1.0;con;Positive Behavioral Interventions and Supports can help prevent bullying. (p. 325);['0', '1', '1', '0', '0']
1020;1.0;pro;Doctors and specialists will increasingly not learn about disabilities and how to approach subjects such as therapy, physical training, and education because the market for these products will disappear. This is likely to be incredibly harmful to the disabled children which are born.;['0', '1', '2', '0', '1']
1021;1.0;con;"Perhaps a ""market"" need not exist, and bespoke products could take their place.";['1', '1', '1', '0', '0']
1022;1.0;pro;Disabled people will increasingly lack a community of similar peers to support them.;['0', '0', '1', '0', '1']
1023;1.0;pro;Having friends with similar experiences can help contribute to people's sense of belonging, which in turn helps them to find their own personal meaning in life.;['0', '0', '1', '0', '0']
1024;1.0;con;By the same logic, we should prevent those that suffer from any specific ill to get better (or at least, we shouldn't help others to avoid the ill in the first place), because that would deprive those that keep suffering from peers to be supported by.;['1', '1', '1', '0', '0']
1025;1.0;pro;If there are less disabled individuals, then there are less people who can lobby for the rights of the disabled within society.;['0', '2', '1', '0', '1']
1026;1.0;con;Abortion is currently legal in many countries, and there is still a reasonably sizeable disabled community, such that this does not seem to be the case.;['1', '0', '1', '1', '3']
1027;1.0;pro;Abortion has been legal across the U.S. since 1973. Millions of people alive in the U.S. today have a disability.;['1', '0', '1', '1', '1']
1028;1.0;pro;Abortion is available in some form in many countries, all of which still have many individuals with disabilities.;['0', '0', '1', '1', '1']
